
IP, Time, Count, TotalTime, AvgTime
220.181.125.132, 2019-02-16 08:40, 1, 2843, 2843
106.38.241.163, 2019-02-16 08:40, 1, 140, 140
46.229.168.131, 2019-02-16 08:40, 3, 14498, 4832
106.120.173.96, 2019-02-16 08:40, 2, 8062, 4031
220.181.125.131, 2019-02-16 08:40, 1, 5031, 5031
220.181.125.86, 2019-02-16 08:40, 2, 8874, 4437
106.38.241.68, 2019-02-16 08:40, 1, 499, 499
114.41.229.115, 2019-02-16 08:40, 6, 1826, 304
123.125.71.76, 2019-02-16 08:40, 1, 78, 78
54.36.148.34, 2019-02-16 08:40, 1, 281, 281
111.202.100.108, 2019-02-16 08:40, 1, 125, 125
46.229.168.146, 2019-02-16 08:40, 1, 4312, 4312
66.249.79.198, 2019-02-16 08:40, 1, 140, 140
66.249.71.107, 2019-02-16 08:40, 1, 328, 328
106.38.241.185, 2019-02-16 08:40, 1, 78, 78
46.229.168.147, 2019-02-16 08:40, 1, 4125, 4125
123.125.71.27, 2019-02-16 08:40, 1, 12453, 12453
220.181.125.1, 2019-02-16 08:40, 1, 203, 203
39.12.107.36, 2019-02-16 08:41, 1, 11359, 11359
111.202.100.112, 2019-02-16 08:41, 1, 1749, 1749
106.38.241.68, 2019-02-16 08:41, 1, 9000, 9000
46.229.168.142, 2019-02-16 08:41, 1, 3187, 3187
220.181.125.123, 2019-02-16 08:41, 1, 3515, 3515
46.229.168.130, 2019-02-16 08:41, 1, 1750, 1750
106.38.241.163, 2019-02-16 08:41, 3, 11748, 3916
106.120.173.153, 2019-02-16 08:41, 2, 3233, 1616
46.229.168.150, 2019-02-16 08:41, 1, 203, 203
207.46.13.27, 2019-02-16 08:41, 3, 608, 202
42.72.65.107, 2019-02-16 08:41, 1, 343, 343
106.38.241.185, 2019-02-16 08:41, 1, 3140, 3140
46.229.168.148, 2019-02-16 08:41, 3, 4014, 1338
40.77.167.10, 2019-02-16 08:41, 1, 218, 218
46.229.168.144, 2019-02-16 08:41, 1, 187, 187
1.163.134.244, 2019-02-16 08:41, 1, 3687, 3687
46.229.168.131, 2019-02-16 08:41, 1, 2171, 2171
111.202.100.139, 2019-02-16 08:41, 2, 1968, 984
46.229.168.147, 2019-02-16 08:41, 1, 203, 203
106.38.241.147, 2019-02-16 08:41, 1, 3499, 3499
223.136.63.157, 2019-02-16 08:41, 1, 6140, 6140
220.181.125.138, 2019-02-16 08:41, 1, 62, 62
220.181.125.1, 2019-02-16 08:41, 1, 2343, 2343
46.229.168.146, 2019-02-16 08:41, 1, 2484, 2484
157.55.39.211, 2019-02-16 08:41, 3, 10468, 3489
59.120.224.128, 2019-02-16 08:41, 5, 23888, 4777
220.181.125.131, 2019-02-16 08:41, 1, 703, 703
46.229.168.132, 2019-02-16 08:41, 2, 4749, 2374
111.202.100.108, 2019-02-16 08:41, 1, 5171, 5171
111.202.100.113, 2019-02-16 08:41, 2, 2359, 1179
157.55.39.174, 2019-02-16 08:41, 4, 700, 175
106.120.173.111, 2019-02-16 08:41, 2, 4686, 2343
46.229.168.136, 2019-02-16 08:41, 1, 5453, 5453
220.181.125.104, 2019-02-16 08:41, 1, 1828, 1828
66.249.71.106, 2019-02-16 08:41, 2, 46, 23
66.249.71.107, 2019-02-16 08:41, 1, 62, 62
46.229.168.151, 2019-02-16 08:41, 1, 2390, 2390
123.126.113.94, 2019-02-16 08:41, 1, 125, 125
54.36.148.227, 2019-02-16 08:42, 1, 8968, 8968
123.126.113.94, 2019-02-16 08:42, 1, 2046, 2046
46.229.168.130, 2019-02-16 08:42, 1, 4500, 4500
106.38.241.68, 2019-02-16 08:42, 1, 3953, 3953
40.77.167.10, 2019-02-16 08:42, 3, 686, 228
220.181.125.123, 2019-02-16 08:42, 1, 2500, 2500
46.229.168.146, 2019-02-16 08:42, 1, 2140, 2140
220.181.125.142, 2019-02-16 08:42, 1, 1187, 1187
46.229.168.153, 2019-02-16 08:42, 3, 1968, 656
111.202.100.108, 2019-02-16 08:42, 2, 11421, 5710
106.38.241.175, 2019-02-16 08:42, 1, 1859, 1859
123.125.67.214, 2019-02-16 08:42, 1, 93, 93
46.229.168.147, 2019-02-16 08:42, 1, 3046, 3046
220.181.51.103, 2019-02-16 08:42, 1, 6078, 6078
123.240.242.16, 2019-02-16 08:42, 27, 6470, 239
220.181.125.124, 2019-02-16 08:42, 2, 2765, 1382
46.229.168.140, 2019-02-16 08:42, 1, 1968, 1968
42.72.65.107, 2019-02-16 08:42, 1, 4953, 4953
111.202.100.112, 2019-02-16 08:42, 1, 1718, 1718
220.181.125.138, 2019-02-16 08:42, 2, 1452, 726
220.181.125.158, 2019-02-16 08:42, 1, 2015, 2015
106.38.241.163, 2019-02-16 08:42, 1, 6468, 6468
207.46.13.155, 2019-02-16 08:42, 2, 405, 202
111.202.100.113, 2019-02-16 08:42, 1, 2296, 2296
220.181.125.1, 2019-02-16 08:42, 2, 1327, 663
69.171.251.4, 2019-02-16 08:42, 1, 187, 187
220.181.125.131, 2019-02-16 08:42, 1, 2718, 2718
123.126.113.118, 2019-02-16 08:42, 1, 62, 62
46.229.168.152, 2019-02-16 08:42, 2, 3937, 1968
111.82.113.243, 2019-02-16 08:42, 2, 2984, 1492
69.171.251.14, 2019-02-16 08:42, 1, 234, 234
106.120.173.114, 2019-02-16 08:42, 1, 109, 109
1.163.134.244, 2019-02-16 08:42, 2, 4531, 2265
46.229.168.136, 2019-02-16 08:42, 1, 1796, 1796
106.38.241.71, 2019-02-16 08:42, 2, 2218, 1109
46.229.168.132, 2019-02-16 08:42, 1, 2500, 2500
46.229.168.139, 2019-02-16 08:42, 1, 218, 218
46.229.168.135, 2019-02-16 08:42, 1, 2625, 2625
220.181.125.142, 2019-02-16 08:43, 3, 2359, 786
46.229.168.142, 2019-02-16 08:43, 2, 4936, 2468
220.181.125.4, 2019-02-16 08:43, 2, 3155, 1577
123.241.125.7, 2019-02-16 08:43, 1, 4812, 4812
123.126.113.118, 2019-02-16 08:43, 1, 1546, 1546
106.38.241.133, 2019-02-16 08:43, 2, 3468, 1734
46.229.168.137, 2019-02-16 08:43, 1, 187, 187
111.202.100.137, 2019-02-16 08:43, 2, 3406, 1703
46.229.168.150, 2019-02-16 08:43, 1, 1781, 1781
111.202.100.113, 2019-02-16 08:43, 1, 1437, 1437
220.181.125.158, 2019-02-16 08:43, 1, 218, 218
106.120.173.111, 2019-02-16 08:43, 2, 3062, 1531
220.181.125.138, 2019-02-16 08:43, 4, 6591, 1647
46.229.168.136, 2019-02-16 08:43, 3, 7280, 2426
111.82.113.243, 2019-02-16 08:43, 1, 2484, 2484
123.126.113.175, 2019-02-16 08:43, 2, 4218, 2109
46.229.168.147, 2019-02-16 08:43, 1, 2234, 2234
59.120.224.128, 2019-02-16 08:43, 1, 250, 250
46.229.168.145, 2019-02-16 08:43, 1, 2500, 2500
111.71.216.2, 2019-02-16 08:43, 1, 250, 250
220.181.125.131, 2019-02-16 08:43, 1, 7109, 7109
106.38.241.185, 2019-02-16 08:43, 1, 3234, 3234
111.202.100.139, 2019-02-16 08:43, 1, 78, 78
106.38.241.175, 2019-02-16 08:43, 1, 4781, 4781
157.55.39.213, 2019-02-16 08:43, 12, 7588, 632
123.126.113.115, 2019-02-16 08:43, 2, 1921, 960
46.229.168.151, 2019-02-16 08:43, 1, 2312, 2312
46.229.168.148, 2019-02-16 08:43, 1, 203, 203
123.126.113.94, 2019-02-16 08:43, 2, 4687, 2343
220.181.125.1, 2019-02-16 08:43, 2, 7093, 3546
46.229.168.146, 2019-02-16 08:43, 1, 2531, 2531
123.125.71.26, 2019-02-16 08:43, 1, 734, 734
46.229.168.134, 2019-02-16 08:43, 2, 4686, 2343
111.202.100.108, 2019-02-16 08:44, 1, 5843, 5843
111.202.100.139, 2019-02-16 08:44, 1, 1906, 1906
46.229.168.151, 2019-02-16 08:44, 1, 2562, 2562
106.120.173.111, 2019-02-16 08:44, 2, 3468, 1734
220.181.125.131, 2019-02-16 08:44, 1, 5750, 5750
157.55.39.213, 2019-02-16 08:44, 4, 10903, 2725
223.141.133.81, 2019-02-16 08:44, 1, 7250, 7250
46.229.168.144, 2019-02-16 08:44, 1, 3265, 3265
220.181.125.4, 2019-02-16 08:44, 2, 2327, 1163
114.41.229.115, 2019-02-16 08:44, 6, 590, 98
111.71.216.2, 2019-02-16 08:44, 1, 7765, 7765
46.229.168.148, 2019-02-16 08:44, 1, 2500, 2500
46.229.168.153, 2019-02-16 08:44, 1, 218, 218
46.229.168.137, 2019-02-16 08:44, 1, 2812, 2812
106.38.241.158, 2019-02-16 08:44, 2, 1546, 773
220.181.125.124, 2019-02-16 08:44, 2, 4764, 2382
46.229.168.133, 2019-02-16 08:44, 1, 1796, 1796
123.126.113.94, 2019-02-16 08:44, 2, 406, 203
46.229.168.134, 2019-02-16 08:44, 1, 1640, 1640
106.38.241.133, 2019-02-16 08:44, 2, 4561, 2280
123.241.125.7, 2019-02-16 08:44, 2, 7827, 3913
106.38.241.140, 2019-02-16 08:44, 2, 1749, 874
106.38.241.71, 2019-02-16 08:44, 1, 3171, 3171
106.38.241.73, 2019-02-16 08:44, 2, 2671, 1335
220.181.125.106, 2019-02-16 08:44, 2, 3499, 1749
220.181.125.138, 2019-02-16 08:44, 1, 2968, 2968
46.229.168.140, 2019-02-16 08:44, 1, 2203, 2203
220.181.125.1, 2019-02-16 08:44, 2, 1546, 773
42.77.48.228, 2019-02-16 08:44, 2, 7546, 3773
66.249.71.108, 2019-02-16 08:44, 1, 15, 15
66.249.71.107, 2019-02-16 08:44, 1, 46, 46
220.181.125.142, 2019-02-16 08:44, 2, 2093, 1046
46.229.168.149, 2019-02-16 08:44, 1, 1875, 1875
123.126.113.128, 2019-02-16 08:44, 1, 2312, 2312
157.55.39.174, 2019-02-16 08:44, 1, 203, 203
46.229.168.129, 2019-02-16 08:44, 1, 1874, 1874
106.120.173.114, 2019-02-16 08:44, 1, 1796, 1796
106.38.241.175, 2019-02-16 08:44, 1, 5250, 5250
66.249.71.18, 2019-02-16 08:44, 1, 343, 343
46.229.168.138, 2019-02-16 08:44, 1, 1796, 1796
46.229.168.139, 2019-02-16 08:44, 1, 1421, 1421
111.202.100.137, 2019-02-16 08:44, 1, 78, 78
46.229.168.143, 2019-02-16 08:44, 1, 1468, 1468
46.229.168.131, 2019-02-16 08:45, 2, 3733, 1866
106.120.173.111, 2019-02-16 08:45, 2, 7843, 3921
123.126.113.175, 2019-02-16 08:45, 2, 1281, 640
42.77.48.228, 2019-02-16 08:45, 1, 62, 62
220.181.125.158, 2019-02-16 08:45, 1, 1875, 1875
46.229.168.144, 2019-02-16 08:45, 1, 1609, 1609
69.191.249.201, 2019-02-16 08:45, 1, 2234, 2234
111.202.100.108, 2019-02-16 08:45, 2, 9656, 4828
220.181.125.1, 2019-02-16 08:45, 3, 5515, 1838
106.38.241.133, 2019-02-16 08:45, 3, 5515, 1838
123.126.113.94, 2019-02-16 08:45, 3, 5046, 1682
220.181.125.124, 2019-02-16 08:45, 2, 3202, 1601
220.181.108.177, 2019-02-16 08:45, 1, 78, 78
111.202.100.137, 2019-02-16 08:45, 1, 1187, 1187
46.229.168.134, 2019-02-16 08:45, 1, 1765, 1765
220.181.125.4, 2019-02-16 08:45, 2, 2124, 1062
220.181.108.86, 2019-02-16 08:45, 1, 3453, 3453
46.229.168.141, 2019-02-16 08:45, 1, 1718, 1718
54.36.148.34, 2019-02-16 08:45, 1, 281, 281
46.229.168.150, 2019-02-16 08:45, 1, 1578, 1578
157.55.39.211, 2019-02-16 08:45, 1, 3718, 3718
106.38.241.140, 2019-02-16 08:45, 2, 8233, 4116
106.38.241.158, 2019-02-16 08:45, 2, 3733, 1866
106.38.241.73, 2019-02-16 08:45, 2, 5530, 2765
46.229.168.151, 2019-02-16 08:45, 1, 1937, 1937
220.181.125.142, 2019-02-16 08:45, 1, 2609, 2609
46.229.168.137, 2019-02-16 08:45, 1, 2203, 2203
157.55.39.174, 2019-02-16 08:45, 1, 171, 171
46.229.168.153, 2019-02-16 08:45, 1, 1546, 1546
123.126.113.85, 2019-02-16 08:45, 1, 4156, 4156
46.229.168.133, 2019-02-16 08:46, 1, 3062, 3062
220.181.125.1, 2019-02-16 08:46, 2, 12405, 6202
118.150.88.24, 2019-02-16 08:46, 3, 19015, 6338
46.229.168.136, 2019-02-16 08:46, 2, 6124, 3062
123.126.113.88, 2019-02-16 08:46, 3, 3483, 1161
106.38.241.158, 2019-02-16 08:46, 3, 15124, 5041
220.181.125.4, 2019-02-16 08:46, 3, 3030, 1010
111.202.100.108, 2019-02-16 08:46, 2, 11109, 5554
42.75.46.187, 2019-02-16 08:46, 1, 13171, 13171
106.38.241.133, 2019-02-16 08:46, 3, 16296, 5432
220.181.125.104, 2019-02-16 08:46, 1, 5437, 5437
106.38.241.140, 2019-02-16 08:46, 2, 6608, 3304
123.126.113.94, 2019-02-16 08:46, 3, 12468, 4156
106.120.173.96, 2019-02-16 08:46, 1, 7609, 7609
111.202.100.93, 2019-02-16 08:46, 6, 20091, 3348
123.126.113.128, 2019-02-16 08:46, 1, 3843, 3843
220.181.125.142, 2019-02-16 08:46, 1, 2093, 2093
66.249.71.107, 2019-02-16 08:46, 1, 1593, 1593
123.126.113.81, 2019-02-16 08:46, 1, 6281, 6281
220.181.125.124, 2019-02-16 08:46, 1, 15062, 15062
123.126.113.175, 2019-02-16 08:46, 2, 2781, 1390
46.229.168.138, 2019-02-16 08:46, 1, 3578, 3578
54.36.148.252, 2019-02-16 08:46, 1, 16218, 16218
40.77.167.10, 2019-02-16 08:46, 1, 4078, 4078
106.38.241.73, 2019-02-16 08:46, 1, 4421, 4421
106.120.173.111, 2019-02-16 08:46, 1, 6781, 6781
46.229.168.149, 2019-02-16 08:46, 1, 2140, 2140
66.249.71.82, 2019-02-16 08:46, 1, 15, 15
111.202.100.81, 2019-02-16 08:46, 2, 2374, 1187
66.249.71.85, 2019-02-16 08:46, 1, 46, 46
46.229.168.151, 2019-02-16 08:46, 1, 3062, 3062
111.202.100.137, 2019-02-16 08:46, 1, 3624, 3624
54.243.27.148, 2019-02-16 08:46, 1, 2843, 2843
46.229.168.129, 2019-02-16 08:46, 1, 3546, 3546
46.229.168.143, 2019-02-16 08:46, 1, 2859, 2859
111.202.100.81, 2019-02-16 08:47, 3, 5218, 1739
46.229.168.143, 2019-02-16 08:47, 1, 1796, 1796
46.229.168.152, 2019-02-16 08:47, 3, 5920, 1973
123.126.113.168, 2019-02-16 08:47, 2, 1609, 804
106.120.173.96, 2019-02-16 08:47, 2, 3389, 1694
123.126.113.88, 2019-02-16 08:47, 2, 4249, 2124
157.55.39.174, 2019-02-16 08:47, 2, 3561, 1780
46.229.168.141, 2019-02-16 08:47, 2, 3093, 1546
220.181.125.1, 2019-02-16 08:47, 1, 2968, 2968
118.150.88.24, 2019-02-16 08:47, 3, 5249, 1749
123.126.113.94, 2019-02-16 08:47, 3, 3983, 1327
111.202.100.93, 2019-02-16 08:47, 1, 1031, 1031
220.181.125.158, 2019-02-16 08:47, 2, 1937, 968
46.229.168.151, 2019-02-16 08:47, 1, 1484, 1484
111.202.100.116, 2019-02-16 08:47, 4, 5138, 1284
220.181.125.23, 2019-02-16 08:47, 1, 1046, 1046
111.202.100.108, 2019-02-16 08:47, 2, 9233, 4616
223.139.125.181, 2019-02-16 08:47, 4, 1701, 425
220.181.125.4, 2019-02-16 08:47, 1, 2031, 2031
46.229.168.137, 2019-02-16 08:47, 1, 2109, 2109
220.181.125.104, 2019-02-16 08:47, 1, 78, 78
123.126.113.81, 2019-02-16 08:47, 1, 4093, 4093
46.229.168.131, 2019-02-16 08:47, 1, 1390, 1390
220.181.125.188, 2019-02-16 08:47, 2, 2593, 1296
220.181.125.106, 2019-02-16 08:47, 1, 5953, 5953
106.38.241.133, 2019-02-16 08:47, 1, 5140, 5140
111.202.100.137, 2019-02-16 08:47, 2, 3187, 1593
46.229.168.149, 2019-02-16 08:47, 1, 1718, 1718
106.38.241.140, 2019-02-16 08:47, 1, 2250, 2250
106.38.241.73, 2019-02-16 08:47, 1, 3453, 3453
114.41.229.115, 2019-02-16 08:47, 6, 732, 122
106.120.173.87, 2019-02-16 08:47, 2, 2733, 1366
46.229.168.142, 2019-02-16 08:47, 1, 2750, 2750
123.126.113.186, 2019-02-16 08:47, 2, 1078, 539
106.38.241.68, 2019-02-16 08:47, 1, 1171, 1171
220.181.125.67, 2019-02-16 08:47, 2, 858, 429
59.120.224.128, 2019-02-16 08:47, 1, 1453, 1453
46.229.168.130, 2019-02-16 08:47, 1, 203, 203
39.10.126.145, 2019-02-16 08:47, 1, 1562, 1562
46.229.168.138, 2019-02-16 08:47, 1, 1437, 1437
111.202.100.116, 2019-02-16 08:48, 4, 14169, 3542
220.181.125.142, 2019-02-16 08:48, 2, 2343, 1171
220.181.125.130, 2019-02-16 08:48, 2, 1952, 976
46.229.168.152, 2019-02-16 08:48, 1, 1453, 1453
157.55.39.211, 2019-02-16 08:48, 1, 1609, 1609
59.120.224.128, 2019-02-16 08:48, 3, 482, 160
106.38.241.133, 2019-02-16 08:48, 1, 5031, 5031
123.126.113.88, 2019-02-16 08:48, 3, 8529, 2843
46.229.168.137, 2019-02-16 08:48, 2, 3983, 1991
220.181.125.106, 2019-02-16 08:48, 1, 2843, 2843
123.126.113.94, 2019-02-16 08:48, 3, 14718, 4906
220.181.125.4, 2019-02-16 08:48, 1, 1984, 1984
220.181.51.108, 2019-02-16 08:48, 1, 1453, 1453
106.38.241.140, 2019-02-16 08:48, 1, 171, 171
220.181.125.23, 2019-02-16 08:48, 1, 93, 93
66.249.71.87, 2019-02-16 08:48, 1, 4812, 4812
220.181.125.96, 2019-02-16 08:48, 1, 3984, 3984
111.202.100.89, 2019-02-16 08:48, 2, 3171, 1585
46.229.168.136, 2019-02-16 08:48, 1, 1749, 1749
106.120.173.96, 2019-02-16 08:48, 1, 2984, 2984
123.126.113.186, 2019-02-16 08:48, 1, 3500, 3500
36.231.136.32, 2019-02-16 08:48, 6, 78450, 13075
46.229.168.132, 2019-02-16 08:48, 1, 1812, 1812
220.130.223.161, 2019-02-16 08:48, 2, 639, 319
110.50.177.119, 2019-02-16 08:48, 2, 4406, 2203
111.202.100.137, 2019-02-16 08:48, 1, 78, 78
125.227.135.139, 2019-02-16 08:48, 11, 8308, 755
39.10.9.111, 2019-02-16 08:48, 1, 1015, 1015
106.120.173.102, 2019-02-16 08:48, 2, 3484, 1742
123.126.113.81, 2019-02-16 08:48, 1, 5875, 5875
46.229.168.148, 2019-02-16 08:48, 1, 3109, 3109
106.120.173.111, 2019-02-16 08:48, 1, 5187, 5187
106.120.173.87, 2019-02-16 08:48, 2, 5937, 2968
46.229.168.129, 2019-02-16 08:48, 2, 8233, 4116
220.181.125.104, 2019-02-16 08:48, 1, 5937, 5937
8.29.198.26, 2019-02-16 08:48, 1, 7640, 7640
220.181.125.67, 2019-02-16 08:48, 2, 436, 218
46.229.168.130, 2019-02-16 08:48, 1, 2578, 2578
123.126.113.94, 2019-02-16 08:49, 3, 5249, 1749
36.231.136.32, 2019-02-16 08:49, 3, 8436, 2812
106.38.241.140, 2019-02-16 08:49, 2, 12327, 6163
123.126.113.186, 2019-02-16 08:49, 3, 6014, 2004
123.126.113.128, 2019-02-16 08:49, 2, 1359, 679
46.229.168.130, 2019-02-16 08:49, 1, 2140, 2140
220.181.125.4, 2019-02-16 08:49, 1, 3031, 3031
46.229.168.133, 2019-02-16 08:49, 2, 3764, 1882
39.10.9.111, 2019-02-16 08:49, 2, 2030, 1015
220.181.125.142, 2019-02-16 08:49, 2, 2795, 1397
123.126.113.81, 2019-02-16 08:49, 1, 5671, 5671
220.181.125.130, 2019-02-16 08:49, 1, 1765, 1765
220.181.125.158, 2019-02-16 08:49, 1, 2015, 2015
106.38.241.133, 2019-02-16 08:49, 2, 17311, 8655
46.229.168.148, 2019-02-16 08:49, 2, 9062, 4531
46.229.168.134, 2019-02-16 08:49, 1, 2640, 2640
220.181.125.188, 2019-02-16 08:49, 2, 358, 179
106.120.173.102, 2019-02-16 08:49, 2, 2265, 1132
46.229.168.140, 2019-02-16 08:49, 1, 2109, 2109
123.126.113.117, 2019-02-16 08:49, 1, 78, 78
220.181.125.168, 2019-02-16 08:49, 2, 3733, 1866
106.120.173.114, 2019-02-16 08:49, 2, 4327, 2163
123.126.113.168, 2019-02-16 08:49, 1, 140, 140
123.125.71.32, 2019-02-16 08:49, 2, 233, 116
123.125.71.40, 2019-02-16 08:49, 1, 93, 93
111.202.100.137, 2019-02-16 08:49, 1, 5421, 5421
46.229.168.145, 2019-02-16 08:49, 1, 2531, 2531
106.120.173.87, 2019-02-16 08:49, 2, 4796, 2398
42.73.113.127, 2019-02-16 08:49, 1, 171, 171
106.38.241.68, 2019-02-16 08:49, 1, 8234, 8234
42.75.183.92, 2019-02-16 08:49, 3, 170, 56
106.38.241.135, 2019-02-16 08:49, 1, 124, 124
106.38.241.140, 2019-02-16 08:50, 2, 6030, 3015
123.126.113.94, 2019-02-16 08:50, 4, 8343, 2085
123.126.113.117, 2019-02-16 08:50, 3, 3468, 1156
220.181.125.67, 2019-02-16 08:50, 1, 1421, 1421
173.252.95.2, 2019-02-16 08:50, 1, 171, 171
54.36.148.34, 2019-02-16 08:50, 1, 281, 281
27.247.167.53, 2019-02-16 08:50, 2, 1937, 968
46.229.168.141, 2019-02-16 08:50, 1, 4562, 4562
111.202.100.89, 2019-02-16 08:50, 1, 2312, 2312
46.229.168.130, 2019-02-16 08:50, 2, 3031, 1515
42.77.50.28, 2019-02-16 08:50, 3, 11780, 3926
110.50.177.119, 2019-02-16 08:50, 2, 1593, 796
42.236.10.117, 2019-02-16 08:50, 1, 203, 203
118.24.52.174, 2019-02-16 08:50, 2, 171, 85
46.229.168.146, 2019-02-16 08:50, 1, 1625, 1625
106.38.241.133, 2019-02-16 08:50, 1, 7140, 7140
106.38.241.171, 2019-02-16 08:50, 2, 5030, 2515
123.125.67.145, 2019-02-16 08:50, 1, 93, 93
46.229.168.153, 2019-02-16 08:50, 2, 1578, 789
220.181.51.104, 2019-02-16 08:50, 1, 515, 515
180.217.194.114, 2019-02-16 08:50, 2, 546, 273
111.202.100.137, 2019-02-16 08:50, 1, 2343, 2343
46.229.168.135, 2019-02-16 08:50, 2, 3108, 1554
220.181.125.104, 2019-02-16 08:50, 1, 109, 109
123.126.113.186, 2019-02-16 08:50, 1, 1187, 1187
106.120.173.102, 2019-02-16 08:50, 2, 1171, 585
106.38.241.135, 2019-02-16 08:50, 1, 124, 124
123.126.113.115, 2019-02-16 08:50, 2, 843, 421
106.120.173.87, 2019-02-16 08:50, 2, 2952, 1476
157.55.39.211, 2019-02-16 08:50, 1, 2703, 2703
157.55.39.174, 2019-02-16 08:50, 1, 343, 343
220.181.125.4, 2019-02-16 08:50, 1, 2812, 2812
106.38.241.68, 2019-02-16 08:50, 1, 5843, 5843
40.77.167.10, 2019-02-16 08:50, 1, 1890, 1890
46.229.168.150, 2019-02-16 08:50, 1, 1624, 1624
220.181.125.142, 2019-02-16 08:50, 1, 78, 78
66.249.71.86, 2019-02-16 08:50, 1, 0, 0
66.249.71.85, 2019-02-16 08:50, 1, 0, 0
27.247.167.53, 2019-02-16 08:51, 1, 124, 124
46.229.168.136, 2019-02-16 08:51, 1, 4046, 4046
220.181.125.188, 2019-02-16 08:51, 2, 343, 171
220.181.125.130, 2019-02-16 08:51, 1, 4937, 4937
123.126.113.128, 2019-02-16 08:51, 1, 1453, 1453
111.202.100.112, 2019-02-16 08:51, 1, 1859, 1859
46.229.168.143, 2019-02-16 08:51, 1, 1656, 1656
36.231.136.32, 2019-02-16 08:51, 1, 31, 31
106.38.241.135, 2019-02-16 08:51, 3, 9452, 3150
207.46.13.38, 2019-02-16 08:51, 1, 1500, 1500
46.229.168.152, 2019-02-16 08:51, 1, 1390, 1390
123.126.113.94, 2019-02-16 08:51, 2, 3890, 1945
114.41.229.115, 2019-02-16 08:51, 6, 340, 56
46.229.168.135, 2019-02-16 08:51, 2, 2890, 1445
111.202.100.89, 2019-02-16 08:51, 1, 7515, 7515
112.140.233.69, 2019-02-16 08:51, 2, 718, 359
106.120.173.114, 2019-02-16 08:51, 2, 280, 140
180.217.194.114, 2019-02-16 08:51, 2, 2890, 1445
123.126.113.186, 2019-02-16 08:51, 1, 3203, 3203
220.181.125.104, 2019-02-16 08:51, 1, 3609, 3609
220.181.125.168, 2019-02-16 08:51, 2, 3717, 1858
40.77.167.10, 2019-02-16 08:51, 2, 3109, 1554
123.126.113.115, 2019-02-16 08:51, 3, 2108, 702
106.38.241.171, 2019-02-16 08:51, 2, 1874, 937
46.229.168.147, 2019-02-16 08:51, 1, 1468, 1468
54.36.149.2, 2019-02-16 08:51, 1, 2734, 2734
66.249.79.134, 2019-02-16 08:51, 1, 124, 124
66.249.71.85, 2019-02-16 08:51, 1, 0, 0
123.126.113.173, 2019-02-16 08:51, 2, 2671, 1335
106.120.173.102, 2019-02-16 08:51, 2, 1515, 757
216.244.66.239, 2019-02-16 08:51, 1, 140, 140
220.181.125.142, 2019-02-16 08:51, 2, 4202, 2101
157.55.39.174, 2019-02-16 08:51, 1, 1968, 1968
46.229.168.153, 2019-02-16 08:51, 1, 1828, 1828
54.36.148.33, 2019-02-16 08:51, 1, 281, 281
223.139.244.15, 2019-02-16 08:51, 1, 1624, 1624
157.55.39.211, 2019-02-16 08:51, 2, 3405, 1702
46.229.168.130, 2019-02-16 08:51, 1, 1390, 1390
106.120.173.87, 2019-02-16 08:51, 1, 62, 62
125.227.135.139, 2019-02-16 08:51, 1, 1406, 1406
46.229.168.151, 2019-02-16 08:51, 1, 1500, 1500
46.229.168.150, 2019-02-16 08:52, 2, 2796, 1398
123.126.113.94, 2019-02-16 08:52, 3, 12389, 4129
223.139.244.15, 2019-02-16 08:52, 3, 3514, 1171
106.120.173.87, 2019-02-16 08:52, 3, 9639, 3213
125.227.135.139, 2019-02-16 08:52, 1, 1453, 1453
46.229.168.151, 2019-02-16 08:52, 1, 1437, 1437
123.126.113.115, 2019-02-16 08:52, 2, 2749, 1374
46.229.168.139, 2019-02-16 08:52, 1, 1374, 1374
220.181.125.168, 2019-02-16 08:52, 3, 4374, 1458
106.120.173.114, 2019-02-16 08:52, 1, 4437, 4437
106.38.241.127, 2019-02-16 08:52, 2, 3155, 1577
180.217.194.114, 2019-02-16 08:52, 7, 732, 104
123.126.113.173, 2019-02-16 08:52, 1, 2218, 2218
46.229.168.134, 2019-02-16 08:52, 3, 3467, 1155
220.181.125.142, 2019-02-16 08:52, 3, 9655, 3218
106.38.241.171, 2019-02-16 08:52, 1, 171, 171
125.227.166.133, 2019-02-16 08:52, 2, 952, 476
220.181.125.67, 2019-02-16 08:52, 1, 1187, 1187
46.229.168.132, 2019-02-16 08:52, 1, 1453, 1453
46.229.168.147, 2019-02-16 08:52, 2, 2859, 1429
106.38.241.135, 2019-02-16 08:52, 1, 4437, 4437
46.229.168.153, 2019-02-16 08:52, 2, 2827, 1413
46.229.168.152, 2019-02-16 08:52, 2, 1639, 819
40.77.167.138, 2019-02-16 08:52, 1, 218, 218
220.181.125.4, 2019-02-16 08:52, 1, 3656, 3656
111.202.100.137, 2019-02-16 08:52, 1, 796, 796
106.120.173.132, 2019-02-16 08:52, 2, 1483, 741
106.120.173.102, 2019-02-16 08:52, 2, 187, 93
61.63.252.82, 2019-02-16 08:52, 1, 1109, 1109
46.229.168.153, 2019-02-16 08:53, 1, 1343, 1343
39.12.108.182, 2019-02-16 08:53, 2, 1952, 976
106.120.173.87, 2019-02-16 08:53, 2, 2468, 1234
106.120.173.132, 2019-02-16 08:53, 6, 5324, 887
117.19.128.204, 2019-02-16 08:53, 1, 1624, 1624
